condition,response,bot_sentence,bot_question,check_index,property,tested_on,correct,workerid
memory_check,1,NA,NA,8,quiet town,1,1,workerid_0174
memory_check,1,NA,NA,9,wild animal,0,0,workerid_0174
botcaptcha,elizabeth,"John says to Elizabeth: It's a beautiful day, isn't it?",Who is John talking to?,NA,NA,NA,NA,workerid_0175
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0175
memory_check,1,NA,NA,0,long triathlon race,1,1,workerid_0175
memory_check,0,NA,NA,1,purple guitar,0,1,workerid_0175
memory_check,0,NA,NA,2,beautiful watch,0,1,workerid_0175
memory_check,1,NA,NA,3,heavy cotton,1,1,workerid_0175
memory_check,1,NA,NA,4,light kid,1,1,workerid_0175
memory_check,0,NA,NA,5,green shirt,0,1,workerid_0175
memory_check,0,NA,NA,6,wild animal,0,1,workerid_0175
memory_check,1,NA,NA,7,cold freezer,1,1,workerid_0175
memory_check,0,NA,NA,8,shiny necklace,0,1,workerid_0175
memory_check,1,NA,NA,9,big monkey,1,1,workerid_0175
botcaptcha,sarah,"William says to Sarah: It's a beautiful day, isn't it?",Who is William talking to?,NA,NA,NA,NA,workerid_0176
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0176
memory_check,0,NA,NA,0,purple guitar,0,1,workerid_0176
memory_check,1,NA,NA,1,loud sailboat,1,1,workerid_0176
memory_check,1,NA,NA,2,cheap raspberries,1,1,workerid_0176
memory_check,1,NA,NA,3,cheap plastic,1,1,workerid_0176
memory_check,0,NA,NA,4,beautiful watch,0,1,workerid_0176
memory_check,1,NA,NA,5,cheap salt,1,1,workerid_0176
memory_check,0,NA,NA,6,wild animal,0,1,workerid_0176
memory_check,1,NA,NA,7,narrow street,1,1,workerid_0176
memory_check,0,NA,NA,8,green shirt,0,1,workerid_0176
memory_check,0,NA,NA,9,shiny necklace,0,1,workerid_0176
botcaptcha,susan,"Charles says to Susan: It's a beautiful day, isn't it?",Who is Charles talking to?,NA,NA,NA,NA,workerid_0177
warm_up,building,NA,NA,0,tall,Empire State Building,1,workerid_0177
memory_check,0,NA,NA,0,slow runner,1,0,workerid_0177
memory_check,1,NA,NA,1,big sedan,1,1,workerid_0177
memory_check,1,NA,NA,2,short snake,1,1,workerid_0177
memory_check,0,NA,NA,3,beautiful watch,0,1,workerid_0177
memory_check,0,NA,NA,4,short story,1,0,workerid_0177
memory_check,0,NA,NA,5,green shirt,0,1,workerid_0177
memory_check,0,NA,NA,6,shiny necklace,0,1,workerid_0177
memory_check,1,NA,NA,7,short pick-up truck,1,1,workerid_0177
memory_check,0,NA,NA,8,purple guitar,0,1,workerid_0177
memory_check,0,NA,NA,9,wild animal,0,1,workerid_0177
botcaptcha,Mary,"John says to Mary: It's a beautiful day, isn't it?",Who is John talking to?,NA,NA,NA,NA,workerid_0178
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0178
memory_check,0,NA,NA,0,beautiful watch,0,1,workerid_0178
memory_check,1,NA,NA,1,short pick-up truck,1,1,workerid_0178
memory_check,0,NA,NA,2,green shirt,0,1,workerid_0178
memory_check,0,NA,NA,3,purple guitar,0,1,workerid_0178
memory_check,1,NA,NA,4,hot ice rink,1,1,workerid_0178
memory_check,1,NA,NA,5,expensive sneakers,1,1,workerid_0178
memory_check,1,NA,NA,6,soft pillow,1,1,workerid_0178
memory_check,0,NA,NA,7,shiny necklace,0,1,workerid_0178
memory_check,1,NA,NA,8,wild animal,0,0,workerid_0178
memory_check,1,NA,NA,9,small bush,1,1,workerid_0178
botcaptcha,Patricia,"James says to Patricia: It's a beautiful day, isn't it?",Who is James talking to?,NA,NA,NA,NA,workerid_0179
warm_up,person height,NA,NA,0,tall,Empire State Building,0,workerid_0179
memory_check,0,NA,NA,0,green shirt,0,1,workerid_0179
memory_check,1,NA,NA,1,dark jaguar,1,1,workerid_0179
memory_check,1,NA,NA,2,short bassett hound,1,1,workerid_0179
memory_check,1,NA,NA,3,beautiful watch,0,0,workerid_0179
memory_check,0,NA,NA,4,wild animal,0,1,workerid_0179
memory_check,1,NA,NA,5,slow car,1,1,workerid_0179
memory_check,1,NA,NA,6,small oven,1,1,workerid_0179
memory_check,0,NA,NA,7,purple guitar,0,1,workerid_0179
memory_check,1,NA,NA,8,big watermelon,1,1,workerid_0179
memory_check,0,NA,NA,9,shiny necklace,0,1,workerid_0179
botcaptcha,linda,"Joseph says to Linda: It's a beautiful day, isn't it?",Who is Joseph talking to?,NA,NA,NA,NA,workerid_0180
warm_up,other buildings,NA,NA,0,tall,Empire State Building,1,workerid_0180
memory_check,0,NA,NA,0,green shirt,0,1,workerid_0180
memory_check,1,NA,NA,1,light feather,1,1,workerid_0180
memory_check,0,NA,NA,2,purple guitar,0,1,workerid_0180
memory_check,0,NA,NA,3,wild animal,0,1,workerid_0180
memory_check,1,NA,NA,4,short skyscraper,1,1,workerid_0180
memory_check,1,NA,NA,5,light trash can,1,1,workerid_0180
memory_check,1,NA,NA,6,light printer,1,1,workerid_0180
memory_check,0,NA,NA,7,shiny necklace,0,1,workerid_0180
memory_check,1,NA,NA,8,loud adult,1,1,workerid_0180
memory_check,0,NA,NA,9,beautiful watch,0,1,workerid_0180
botcaptcha,linda,"Michael says to Linda: It's a beautiful day, isn't it?",Who is Michael talking to?,NA,NA,NA,NA,workerid_0181
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0181
memory_check,0,NA,NA,0,shiny necklace,0,1,workerid_0181
memory_check,0,NA,NA,1,beautiful watch,0,1,workerid_0181
memory_check,0,NA,NA,2,wild animal,0,1,workerid_0181
memory_check,0,NA,NA,3,purple guitar,0,1,workerid_0181
memory_check,1,NA,NA,4,expensive metal,1,1,workerid_0181
memory_check,1,NA,NA,5,cheap strawberries,1,1,workerid_0181
memory_check,1,NA,NA,6,long dachshund,1,1,workerid_0181
memory_check,0,NA,NA,7,green shirt,0,1,workerid_0181
memory_check,1,NA,NA,8,loud car,1,1,workerid_0181
memory_check,1,NA,NA,9,small elephant,1,1,workerid_0181
botcaptcha,susan,"Thomas says to Susan: It's a beautiful day, isn't it?",Who is Thomas talking to?,NA,NA,NA,NA,workerid_0182
warm_up,building,NA,NA,0,tall,Empire State Building,1,workerid_0182
memory_check,0,NA,NA,0,green shirt,0,1,workerid_0182
memory_check,1,NA,NA,1,light pencil,1,1,workerid_0182
memory_check,1,NA,NA,2,expensive Japanese restaurant,1,1,workerid_0182
memory_check,1,NA,NA,3,wide front gate,1,1,workerid_0182
memory_check,0,NA,NA,4,wild animal,0,1,workerid_0182
memory_check,0,NA,NA,5,purple guitar,0,1,workerid_0182
memory_check,1,NA,NA,6,soft melon,1,1,workerid_0182
memory_check,1,NA,NA,7,long street,1,1,workerid_0182
memory_check,0,NA,NA,8,shiny necklace,0,1,workerid_0182
memory_check,0,NA,NA,9,beautiful watch,0,1,workerid_0182
botcaptcha,Patricia,"Thomas says to Patricia: It's a beautiful day, isn't it?",Who is Thomas talking to?,NA,NA,NA,NA,workerid_0183
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0183
memory_check,1,NA,NA,0,short bassett hound,1,1,workerid_0183
memory_check,1,NA,NA,1,hard plastic,1,1,workerid_0183
memory_check,0,NA,NA,2,wild animal,0,1,workerid_0183
memory_check,1,NA,NA,3,light cheesecake,1,1,workerid_0183
memory_check,0,NA,NA,4,shiny necklace,0,1,workerid_0183
memory_check,0,NA,NA,5,green shirt,0,1,workerid_0183
memory_check,1,NA,NA,6,expensive villa,1,1,workerid_0183
memory_check,0,NA,NA,7,purple guitar,0,1,workerid_0183
memory_check,1,NA,NA,8,slow plane,1,1,workerid_0183
memory_check,1,NA,NA,9,beautiful watch,0,0,workerid_0183
botcaptcha,margaret,"Charles says to Margaret: It's a beautiful day, isn't it?",Who is Charles talking to?,NA,NA,NA,NA,workerid_0184
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0184
memory_check,1,NA,NA,0,short smartcar,1,1,workerid_0184
memory_check,1,NA,NA,1,light parrot,1,1,workerid_0184
memory_check,0,NA,NA,2,beautiful watch,0,1,workerid_0184
memory_check,0,NA,NA,3,wild animal,0,1,workerid_0184
memory_check,1,NA,NA,4,weak mansion,1,1,workerid_0184
memory_check,1,NA,NA,5,small mouse,1,1,workerid_0184
memory_check,0,NA,NA,6,purple guitar,0,1,workerid_0184
memory_check,0,NA,NA,7,green shirt,0,1,workerid_0184
memory_check,0,NA,NA,8,shiny necklace,0,1,workerid_0184
memory_check,1,NA,NA,9,hot milkshake,1,1,workerid_0184
botcaptcha,mary,"John says to Mary: It's a beautiful day, isn't it?",Who is John talking to?,NA,NA,NA,NA,workerid_0185
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0185
memory_check,1,NA,NA,0,fast speedboat,1,1,workerid_0185
memory_check,0,NA,NA,1,green shirt,0,1,workerid_0185
memory_check,1,NA,NA,2,quiet crow,1,1,workerid_0185
memory_check,1,NA,NA,3,short podcast episode,1,1,workerid_0185
memory_check,0,NA,NA,4,beautiful watch,0,1,workerid_0185
memory_check,0,NA,NA,5,wild animal,0,1,workerid_0185
memory_check,0,NA,NA,6,purple guitar,0,1,workerid_0185
memory_check,1,NA,NA,7,cold juice,1,1,workerid_0185
memory_check,0,NA,NA,8,shiny necklace,0,1,workerid_0185
memory_check,1,NA,NA,9,tall skyscraper,1,1,workerid_0185
botcaptcha,Patricia,"Charles says to Patricia: It's a beautiful day, isn't it?",Who is Charles talking to?,NA,NA,NA,NA,workerid_0186
warm_up,new york times building,NA,NA,0,tall,Empire State Building,1,workerid_0186
memory_check,1,NA,NA,0,light day,1,1,workerid_0186
memory_check,1,NA,NA,1,quiet restaurant,1,1,workerid_0186
memory_check,0,NA,NA,2,green shirt,0,1,workerid_0186
memory_check,0,NA,NA,3,wild animal,0,1,workerid_0186
memory_check,1,NA,NA,4,expensive bottle of top-shelf liquor,1,1,workerid_0186
memory_check,0,NA,NA,5,purple guitar,0,1,workerid_0186
memory_check,0,NA,NA,6,beautiful watch,0,1,workerid_0186
memory_check,0,NA,NA,7,loud horn,1,0,workerid_0186
memory_check,1,NA,NA,8,loud baby,1,1,workerid_0186
memory_check,0,NA,NA,9,shiny necklace,0,1,workerid_0186
botcaptcha,susan,"John says to Susan: It's a beautiful day, isn't it?",Who is John talking to?,NA,NA,NA,NA,workerid_0187
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0187
memory_check,0,NA,NA,0,shiny necklace,0,1,workerid_0187
memory_check,0,NA,NA,1,purple guitar,0,1,workerid_0187
memory_check,1,NA,NA,2,cold sauna,1,1,workerid_0187
memory_check,0,NA,NA,3,green shirt,0,1,workerid_0187
memory_check,1,NA,NA,4,big toaster,1,1,workerid_0187
memory_check,0,NA,NA,5,beautiful watch,0,1,workerid_0187
memory_check,1,NA,NA,6,expensive gold,1,1,workerid_0187
memory_check,1,NA,NA,7,short apartment building,1,1,workerid_0187
memory_check,1,NA,NA,8,heavy elephant,1,1,workerid_0187
memory_check,0,NA,NA,9,wild animal,0,1,workerid_0187
botcaptcha,elizabeth,"Thomas says to Elizabeth: It's a beautiful day, isn't it?",Who is Thomas talking to?,NA,NA,NA,NA,workerid_0188
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0188
memory_check,0,NA,NA,0,shiny necklace,0,1,workerid_0188
memory_check,1,NA,NA,1,cold coffee,1,1,workerid_0188
memory_check,1,NA,NA,2,fast walker,1,1,workerid_0188
memory_check,1,NA,NA,3,small kumquat,1,1,workerid_0188
memory_check,0,NA,NA,4,purple guitar,0,1,workerid_0188
memory_check,1,NA,NA,5,cold soup,1,1,workerid_0188
memory_check,0,NA,NA,6,wild animal,0,1,workerid_0188
memory_check,0,NA,NA,7,green shirt,0,1,workerid_0188
memory_check,0,NA,NA,8,beautiful watch,0,1,workerid_0188
memory_check,1,NA,NA,9,dark pen,1,1,workerid_0188
botcaptcha,jennifer,"John says to Jennifer: It's a beautiful day, isn't it?",Who is John talking to?,NA,NA,NA,NA,workerid_0189
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0189
memory_check,0,NA,NA,0,purple guitar,0,1,workerid_0189
memory_check,0,NA,NA,1,wild animal,0,1,workerid_0189
memory_check,1,NA,NA,2,short dachshund,1,1,workerid_0189
memory_check,1,NA,NA,3,fast speedboat,1,1,workerid_0189
memory_check,0,NA,NA,4,shiny necklace,0,1,workerid_0189
memory_check,1,NA,NA,5,dark pitbull,1,1,workerid_0189
memory_check,1,NA,NA,6,tall sunflower,1,1,workerid_0189
memory_check,0,NA,NA,7,green shirt,0,1,workerid_0189
memory_check,1,NA,NA,8,narrow downtown street,1,1,workerid_0189
memory_check,0,NA,NA,9,beautiful watch,0,1,workerid_0189
botcaptcha,Jennifer,"Richard says to Jennifer: It's a beautiful day, isn't it?",Who is Richard talking to?,NA,NA,NA,NA,workerid_0190
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0190
memory_check,0,NA,NA,0,light blue paint,1,0,workerid_0190
memory_check,1,NA,NA,1,dark poodle,1,1,workerid_0190
memory_check,1,NA,NA,2,purple guitar,0,0,workerid_0190
memory_check,0,NA,NA,3,green shirt,0,1,workerid_0190
memory_check,1,NA,NA,4,hot smoothie,1,1,workerid_0190
memory_check,1,NA,NA,5,narrow front gate,1,1,workerid_0190
memory_check,0,NA,NA,6,beautiful watch,0,1,workerid_0190
memory_check,0,NA,NA,7,shiny necklace,0,1,workerid_0190
memory_check,0,NA,NA,8,wild animal,0,1,workerid_0190
memory_check,1,NA,NA,9,quick instant pot,1,1,workerid_0190
botcaptcha,Linda,"Michael says to Linda: It's a beautiful day, isn't it?",Who is Michael talking to?,NA,NA,NA,NA,workerid_0191
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0191
memory_check,0,NA,NA,0,shiny necklace,0,1,workerid_0191
memory_check,1,NA,NA,1,big tuna,1,1,workerid_0191
memory_check,1,NA,NA,2,expensive Korean restaurant,1,1,workerid_0191
memory_check,0,NA,NA,3,purple guitar,0,1,workerid_0191
memory_check,1,NA,NA,4,heavy wool,1,1,workerid_0191
memory_check,1,NA,NA,5,slow instant pot,1,1,workerid_0191
memory_check,0,NA,NA,6,beautiful watch,0,1,workerid_0191
memory_check,0,NA,NA,7,green shirt,0,1,workerid_0191
memory_check,1,NA,NA,8,fast glider,1,1,workerid_0191
memory_check,0,NA,NA,9,wild animal,0,1,workerid_0191
botcaptcha,susan,"William says to Susan: It's a beautiful day, isn't it?",Who is William talking to?,NA,NA,NA,NA,workerid_0192
warm_up,Building ,NA,NA,0,tall,Empire State Building,0,workerid_0192
memory_check,0,NA,NA,0,purple guitar,0,1,workerid_0192
memory_check,0,NA,NA,1,loud owl,1,0,workerid_0192
memory_check,0,NA,NA,2,green shirt,0,1,workerid_0192
memory_check,1,NA,NA,3,cheap Chinese restaurant,1,1,workerid_0192
memory_check,0,NA,NA,4,slow cat,1,0,workerid_0192
memory_check,1,NA,NA,5,quick cat,1,1,workerid_0192
memory_check,0,NA,NA,6,shiny necklace,0,1,workerid_0192
memory_check,0,NA,NA,7,wild animal,0,1,workerid_0192
memory_check,0,NA,NA,8,beautiful watch,0,1,workerid_0192
memory_check,1,NA,NA,9,noisy city,1,1,workerid_0192
botcaptcha,jessica,"Joseph says to Jessica: It's a beautiful day, isn't it?",Who is Joseph talking to?,NA,NA,NA,NA,workerid_0193
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0193
memory_check,0,NA,NA,0,shiny necklace,0,1,workerid_0193
memory_check,1,NA,NA,1,short penguin,1,1,workerid_0193
memory_check,0,NA,NA,2,beautiful watch,0,1,workerid_0193
memory_check,1,NA,NA,3,big sedan,1,1,workerid_0193
memory_check,0,NA,NA,4,cheap coat,1,0,workerid_0193
memory_check,0,NA,NA,5,purple guitar,0,1,workerid_0193
memory_check,1,NA,NA,6,expensive pork,1,1,workerid_0193
memory_check,0,NA,NA,7,wild animal,0,1,workerid_0193
memory_check,0,NA,NA,8,green shirt,0,1,workerid_0193
memory_check,1,NA,NA,9,expensive plastic,1,1,workerid_0193
botcaptcha,barbara,"Charles says to Barbara: It's a beautiful day, isn't it?",Who is Charles talking to?,NA,NA,NA,NA,workerid_0194
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0194
memory_check,0,NA,NA,0,beautiful watch,0,1,workerid_0194
memory_check,0,NA,NA,1,shiny necklace,0,1,workerid_0194
memory_check,1,NA,NA,2,expensive apartment,1,1,workerid_0194
memory_check,0,NA,NA,3,purple guitar,0,1,workerid_0194
memory_check,1,NA,NA,4,soft mushroom,1,1,workerid_0194
memory_check,1,NA,NA,5,heavy trash can,1,1,workerid_0194
memory_check,1,NA,NA,6,light white paint,1,1,workerid_0194
memory_check,0,NA,NA,7,green shirt,0,1,workerid_0194
memory_check,1,NA,NA,8,narrow front gate,1,1,workerid_0194
memory_check,0,NA,NA,9,wild animal,0,1,workerid_0194
botcaptcha,jessica,"Charles says to Jessica: It's a beautiful day, isn't it?",Who is Charles talking to?,NA,NA,NA,NA,workerid_0195
warm_up,the empire state building s tall,NA,NA,0,tall,Empire State Building,1,workerid_0195
memory_check,0,NA,NA,0,purple guitar,0,1,workerid_0195
memory_check,0,NA,NA,1,wild animal,0,1,workerid_0195
memory_check,0,NA,NA,2,shiny necklace,0,1,workerid_0195
memory_check,0,NA,NA,3,dark fruit cake,1,0,workerid_0195
memory_check,0,NA,NA,4,long podcast episode,1,0,workerid_0195
memory_check,1,NA,NA,5,noisy concert,1,1,workerid_0195
memory_check,0,NA,NA,6,soft tile,1,0,workerid_0195
memory_check,0,NA,NA,7,beautiful watch,0,1,workerid_0195
memory_check,0,NA,NA,8,green shirt,0,1,workerid_0195
memory_check,1,NA,NA,9,warm winter,1,1,workerid_0195
botcaptcha,mary,"James says to Mary: It's a beautiful day, isn't it?",Who is James talking to?,NA,NA,NA,NA,workerid_0196
warm_up,building,NA,NA,0,tall,Empire State Building,1,workerid_0196
memory_check,1,NA,NA,0,quiet baby,1,1,workerid_0196
memory_check,1,NA,NA,1,long documentary,1,1,workerid_0196
memory_check,0,NA,NA,2,beautiful watch,0,1,workerid_0196
memory_check,1,NA,NA,3,strong cyclist,1,1,workerid_0196
memory_check,0,NA,NA,4,wild animal,0,1,workerid_0196
memory_check,0,NA,NA,5,green shirt,0,1,workerid_0196
memory_check,0,NA,NA,6,long opera,1,0,workerid_0196
memory_check,0,NA,NA,7,shiny necklace,0,1,workerid_0196
memory_check,0,NA,NA,8,small toaster,1,0,workerid_0196
memory_check,0,NA,NA,9,purple guitar,0,1,workerid_0196
botcaptcha,elizabeth,"Robert says to Elizabeth: It's a beautiful day, isn't it?",Who is Robert talking to?,NA,NA,NA,NA,workerid_0197
warm_up,john,NA,NA,0,tall,Empire State Building,0,workerid_0197
memory_check,1,NA,NA,0,quiet ukelele,1,1,workerid_0197
memory_check,0,NA,NA,1,shiny necklace,0,1,workerid_0197
memory_check,0,NA,NA,2,beautiful watch,0,1,workerid_0197
memory_check,0,NA,NA,3,purple guitar,0,1,workerid_0197
memory_check,1,NA,NA,4,short jockey,1,1,workerid_0197
memory_check,1,NA,NA,5,expensive pork,1,1,workerid_0197
memory_check,1,NA,NA,6,small poodle,1,1,workerid_0197
memory_check,1,NA,NA,7,green shirt,0,0,workerid_0197
memory_check,1,NA,NA,8,cold ice rink,1,1,workerid_0197
memory_check,0,NA,NA,9,wild animal,0,1,workerid_0197
botcaptcha,Sarah,"John says to Sarah: It's a beautiful day, isn't it?",Who is John talking to?,NA,NA,NA,NA,workerid_0198
warm_up,building,NA,NA,0,tall,Empire State Building,1,workerid_0198
memory_check,1,NA,NA,0,loud fish,1,1,workerid_0198
memory_check,1,NA,NA,1,dark spaniel,1,1,workerid_0198
memory_check,1,NA,NA,2,slow frying pan,1,1,workerid_0198
memory_check,0,NA,NA,3,purple guitar,0,1,workerid_0198
memory_check,0,NA,NA,4,shiny necklace,0,1,workerid_0198
memory_check,0,NA,NA,5,green shirt,0,1,workerid_0198
memory_check,1,NA,NA,6,wide stream,1,1,workerid_0198
memory_check,0,NA,NA,7,wild animal,0,1,workerid_0198
memory_check,0,NA,NA,8,beautiful watch,0,1,workerid_0198
memory_check,1,NA,NA,9,hard blanket,1,1,workerid_0198
botcaptcha,margaret,"Richard says to Margaret: It's a beautiful day, isn't it?",Who is Richard talking to?,NA,NA,NA,NA,workerid_0199
warm_up,building,NA,NA,0,tall,Empire State Building,1,workerid_0199
memory_check,0,NA,NA,0,green shirt,0,1,workerid_0199
memory_check,0,NA,NA,1,slow car,1,0,workerid_0199
memory_check,0,NA,NA,2,wild animal,0,1,workerid_0199
memory_check,1,NA,NA,3,tall alpine tree,1,1,workerid_0199
memory_check,0,NA,NA,4,beautiful watch,0,1,workerid_0199
memory_check,1,NA,NA,5,expensive plastic,1,1,workerid_0199
memory_check,1,NA,NA,6,tall adult,1,1,workerid_0199
memory_check,1,NA,NA,7,expensive plastic,1,1,workerid_0199
memory_check,0,NA,NA,8,shiny necklace,0,1,workerid_0199
memory_check,0,NA,NA,9,purple guitar,0,1,workerid_0199
botcaptcha,barbara,"James says to Barbara: It's a beautiful day, isn't it?",Who is James talking to?,NA,NA,NA,NA,workerid_0200
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0200
memory_check,0,NA,NA,0,beautiful watch,0,1,workerid_0200
memory_check,0,NA,NA,1,expensive bottle of top-shelf liquor,1,0,workerid_0200
memory_check,0,NA,NA,2,green shirt,0,1,workerid_0200
memory_check,0,NA,NA,3,purple guitar,0,1,workerid_0200
memory_check,0,NA,NA,4,wide mouse den,1,0,workerid_0200
memory_check,0,NA,NA,5,soft cucumber,1,0,workerid_0200
memory_check,0,NA,NA,6,shiny necklace,0,1,workerid_0200
memory_check,0,NA,NA,7,slow sloth,1,0,workerid_0200
memory_check,0,NA,NA,8,wild animal,0,1,workerid_0200
memory_check,0,NA,NA,9,short opera,1,0,workerid_0200
botcaptcha,Mary,"John says to Mary: It's a beautiful day, isn't it?",Who is John talking to?,NA,NA,NA,NA,workerid_0201
warm_up,small,NA,NA,0,tall,Empire State Building,0,workerid_0201
memory_check,1,NA,NA,0,quiet cat,1,1,workerid_0201
memory_check,0,NA,NA,1,expensive salt,1,0,workerid_0201
memory_check,0,NA,NA,2,hot ice rink,1,0,workerid_0201
memory_check,0,NA,NA,3,shiny necklace,0,1,workerid_0201
memory_check,0,NA,NA,4,wild animal,0,1,workerid_0201
memory_check,0,NA,NA,5,green shirt,0,1,workerid_0201
memory_check,0,NA,NA,6,purple guitar,0,1,workerid_0201
memory_check,0,NA,NA,7,beautiful watch,0,1,workerid_0201
memory_check,1,NA,NA,8,weak teenager,1,1,workerid_0201
memory_check,1,NA,NA,9,expensive bronze,1,1,workerid_0201
botcaptcha,elizabeth,"David says to Elizabeth: It's a beautiful day, isn't it?",Who is David talking to?,NA,NA,NA,NA,workerid_0202
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0202
memory_check,1,NA,NA,0,expensive shirt,1,1,workerid_0202
memory_check,1,NA,NA,1,loud mockingbird ,1,1,workerid_0202
memory_check,1,NA,NA,2,wild animal,0,0,workerid_0202
memory_check,0,NA,NA,3,green shirt,0,1,workerid_0202
memory_check,0,NA,NA,4,beautiful watch,0,1,workerid_0202
memory_check,1,NA,NA,5,cold smoothie,1,1,workerid_0202
memory_check,0,NA,NA,6,shiny necklace,0,1,workerid_0202
memory_check,1,NA,NA,7,small elephant,1,1,workerid_0202
memory_check,1,NA,NA,8,weak teenager,1,1,workerid_0202
memory_check,0,NA,NA,9,purple guitar,0,1,workerid_0202
botcaptcha,jennifer,"David says to Jennifer: It's a beautiful day, isn't it?",Who is David talking to?,NA,NA,NA,NA,workerid_0203
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0203
memory_check,0,NA,NA,0,purple guitar,0,1,workerid_0203
memory_check,1,NA,NA,1,slow walker,1,1,workerid_0203
memory_check,0,NA,NA,2,beautiful watch,0,1,workerid_0203
memory_check,1,NA,NA,3,cold chocolate fondue,1,1,workerid_0203
memory_check,1,NA,NA,4,weak golfer,1,1,workerid_0203
memory_check,0,NA,NA,5,green shirt,0,1,workerid_0203
memory_check,1,NA,NA,6,loud cat,1,1,workerid_0203
memory_check,1,NA,NA,7,expensive suit,1,1,workerid_0203
memory_check,0,NA,NA,8,wild animal,0,1,workerid_0203
memory_check,0,NA,NA,9,shiny necklace,0,1,workerid_0203
botcaptcha,linda,"Robert says to Linda: It's a beautiful day, isn't it?",Who is Robert talking to?,NA,NA,NA,NA,workerid_0204
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0204
memory_check,0,NA,NA,0,beautiful watch,0,1,workerid_0204
memory_check,1,NA,NA,1,small chihuahua,1,1,workerid_0204
memory_check,0,NA,NA,2,shiny necklace,0,1,workerid_0204
memory_check,1,NA,NA,3,warm pantry,1,1,workerid_0204
memory_check,1,NA,NA,4,short street,1,1,workerid_0204
memory_check,1,NA,NA,5,short golfer,1,1,workerid_0204
memory_check,1,NA,NA,6,loud parrot,1,1,workerid_0204
memory_check,0,NA,NA,7,purple guitar,0,1,workerid_0204
memory_check,0,NA,NA,8,wild animal,0,1,workerid_0204
memory_check,0,NA,NA,9,green shirt,0,1,workerid_0204
botcaptcha,Sarah,"Robert says to Sarah: It's a beautiful day, isn't it?",Who is Robert talking to?,NA,NA,NA,NA,workerid_0205
warm_up,Small,NA,NA,0,tall,Empire State Building,0,workerid_0205
memory_check,1,NA,NA,0,beautiful watch,0,0,workerid_0205
memory_check,1,NA,NA,1,shiny necklace,0,0,workerid_0205
memory_check,1,NA,NA,2,slow child,1,1,workerid_0205
memory_check,1,NA,NA,3,long highway,1,1,workerid_0205
memory_check,1,NA,NA,4,narrow country lane,1,1,workerid_0205
memory_check,1,NA,NA,5,dark daisy,1,1,workerid_0205
memory_check,1,NA,NA,6,green shirt,0,0,workerid_0205
memory_check,1,NA,NA,7,purple guitar,0,0,workerid_0205
memory_check,1,NA,NA,8,strong thunderstorm,1,1,workerid_0205
memory_check,1,NA,NA,9,wild animal,0,0,workerid_0205
botcaptcha,patricia,"William says to Patricia: It's a beautiful day, isn't it?",Who is William talking to?,NA,NA,NA,NA,workerid_0206
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0206
memory_check,0,NA,NA,0,wild animal,0,1,workerid_0206
memory_check,0,NA,NA,1,purple guitar,0,1,workerid_0206
memory_check,0,NA,NA,2,shiny necklace,0,1,workerid_0206
memory_check,0,NA,NA,3,beautiful watch,0,1,workerid_0206
memory_check,1,NA,NA,4,cheap raspberries,1,1,workerid_0206
memory_check,1,NA,NA,5,big monkey,1,1,workerid_0206
memory_check,0,NA,NA,6,green shirt,0,1,workerid_0206
memory_check,1,NA,NA,7,short sunflower,1,1,workerid_0206
memory_check,1,NA,NA,8,strong thunderstorm,1,1,workerid_0206
memory_check,1,NA,NA,9,small monkey,1,1,workerid_0206
botcaptcha,Linda,"David says to Linda: It's a beautiful day, isn't it?",Who is David talking to?,NA,NA,NA,NA,workerid_0207
warm_up,buildings,NA,NA,0,tall,Empire State Building,1,workerid_0207
memory_check,1,NA,NA,0,cheap apartment,1,1,workerid_0207
memory_check,0,NA,NA,1,beautiful watch,0,1,workerid_0207
memory_check,0,NA,NA,2,purple guitar,0,1,workerid_0207
memory_check,0,NA,NA,3,green shirt,0,1,workerid_0207
memory_check,1,NA,NA,4,hard melon,1,1,workerid_0207
memory_check,0,NA,NA,5,wild animal,0,1,workerid_0207
memory_check,0,NA,NA,6,shiny necklace,0,1,workerid_0207
memory_check,1,NA,NA,7,big sedan,1,1,workerid_0207
memory_check,1,NA,NA,8,noisy concert,1,1,workerid_0207
